Found 2 clusters
         36857989 function calls (36842332 primitive calls) in 57.549 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parallel.py:272(Parallel)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5384(rice_gen)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3725(__init__)
        1    0.000    0.000    0.000    0.000 parquet.py:43(BaseImpl)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 dates.py:1030(RRuleLocator)
        1    0.000    0.000    0.000    0.000 interpolate.py:2673(_ppform)
        1    0.000    0.000    0.000    0.000 indexing.py:1915(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolQuit)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3524(levy_l_gen)
        1    0.000    0.000    0.000    0.000 context.py:214(DefaultContext)
        1    0.000    0.000    0.000    0.000 validation.py:720(check_is_fitted)
        3    0.000    0.000    0.000    0.000 artist.py:651(set_clip_box)
        2    0.000    0.000    0.000    0.000 _base.py:188(get_next_color)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:464(PaddedBox)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 collections.py:1713(TriMesh)
        3    0.000    0.000    0.000    0.000 _base.py:3329(get_ybound)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        1    0.000    0.000    0.000    0.000 request.py:734(ProxyHandler)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 transforms.py:801(null)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:721(burr12_gen)
        3    0.000    0.000    0.000    0.000 generic.py:255(<dictcomp>)
        1    0.000    0.000    0.009    0.009 __init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3639(logistic_gen)
        2    0.000    0.000    0.000    0.000 internals.py:372(iget)
       39    0.000    0.000    0.000    0.000 copy.py:192(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 __init__.py:462(__init__)
        1    0.000    0.000    0.000    0.000 data.py:461(StandardScaler)
        1    0.000    0.000    0.000    0.000 _multivariate.py:916(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:645(get_cachedir)
        4    0.000    0.000    0.000    0.000 core.py:6245(__has_singleton)
        1    0.000    0.000    0.000    0.000 backend_tools.py:237(SetCursorBase)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 common.py:95(_expand_user)
        1    0.000    0.000    0.000    0.000 collections.py:837(_CollectionWithSizes)
        5    0.000    0.000    0.000    0.000 rcsetup.py:209(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:411(Colormap)
        6    0.000    0.000    0.000    0.000 offsets.py:2207(_tick_comp)
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 data.py:1840(OneHotEncoder)
        6    0.000    0.000    0.000    0.000 data.py:22(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:175(GridSpec)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendablePanelTable)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 offsets.py:1441(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(EngFormatter)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1556(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _core.py:1288(BarhPlot)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 generic.py:6224(isnull)
        1    0.000    0.000    0.000    0.000 categorical.py:2349(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 dates.py:338(bytespdate2num)
        1    0.000    0.000    0.000    0.000 _converter.py:53(get_pairs)
        1    0.000    0.000    0.000    0.000 pytables.py:4160(AppendableFrameTable)
        2    0.000    0.000    0.000    0.000 generic.py:390(_get_axis)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:2523(State)
        1    0.000    0.000    0.000    0.000 numerictypes.py:759(__getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:1617(wm_attributes)
        1    0.000    0.000    0.000    0.000 cm.py:172(ScalarMappable)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2219(genextreme_gen)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        2    0.000    0.000    0.000    0.000 parsers.py:358(_validate_integer)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6148(wald_gen)
        1    0.000    0.000    0.005    0.005 __init__.py:928(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:883(winfo_pointerxy)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:111(set_active)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1701(compress)
        1    0.000    0.000    0.000    0.000 mlab.py:1557(PCA)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 __init__.py:2355(delete)
        1    0.000    0.000    0.000    0.000 commondialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 base.py:414(BiclusterMixin)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2842(multinomial_gen)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 interpolate.py:704(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:92(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 gridspec.py:30(GridSpecBase)
        1    0.000    0.000    0.000    0.000 base.py:259(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3092(invgamma_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:904(winfo_rootx)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3295(rv_sample)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:7(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 data.py:557(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 inference.py:158(is_file_like)
        2    0.000    0.000    0.000    0.000 internals.py:356(ftype)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:87(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 synchronize.py:115(_make_name)
       11    0.000    0.000    0.000    0.000 internals.py:203(internal_values)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4651(t_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        1    0.000    0.000    0.000    0.000 series.py:432(values)
        1    0.000    0.000    0.000    0.000 interpolate.py:2306(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 offsetbox.py:547(DrawingArea)
        1    0.000    0.000    0.000    0.000 patches.py:1014(Wedge)
        1    0.000    0.000    0.000    0.000 parsers.py:3038(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 image.py:901(NonUniformImage)
        1    0.000    0.000    0.000    0.000 sql.py:1342(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:205(alpha_gen)
        2    0.000    0.000    0.000    0.000 pathlib.py:888(__truediv__)
        2    0.000    0.000    0.000    0.000 __init__.py:636(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:42(private_class)
        1    0.000    0.000    0.000    0.000 text.py:1765(_AnnotationBase)
        2    0.000    0.000    0.000    0.000 collections.py:671(set_facecolor)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1738(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:41(HandlerBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        1    0.000    0.000    0.000    0.000 pytables.py:379(ExprVisitor)
        1    0.000    0.000    0.000    0.000 nonlin.py:1330(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 __init__.py:322(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:105(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6319(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        2    0.000    0.000    0.000    0.000 common.py:1170(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 collections.py:886(PathCollection)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 generic.py:4423(_protect_consolidate)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 argparse.py:1225(_ActionsContainer)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 __init__.py:694(bubble)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:24(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 data.py:190(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 matfuncs.py:187(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3284(Show)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5660(triang_gen)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 re.py:329(filter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6550(rv_histogram)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 geo.py:368(MollweideAxes)
        1    0.000    0.000    0.000    0.000 agnes.py:19(AgnesMax)
        4    0.000    0.000    0.000    0.000 core.py:3659(filled)
        1    0.000    0.000    0.000    0.000 _base.py:131(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.002    0.002 base.py:493(fit_transform)
        1    0.000    0.000    0.000    0.000 contour.py:1453(QuadContourSet)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:739(ToolTip)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 internals.py:1694(ScalarBlock)
        2    0.000    0.000    0.000    0.000 transforms.py:282(x0)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 figure.py:1868(sca)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        1    0.000    0.000    0.000    0.000 base.py:353(RegressorMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:946(__init__)
        1    0.000    0.000    0.000    0.000 _constraints.py:9(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 text.py:1681(OffsetFrom)
        6    0.000    0.000    0.000    0.000 transforms.py:2123(get_affine)
       14    0.000    0.000    0.000    0.000 scale.py:42(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 sorting.py:269(_KeyMapper)
        1    0.000    0.000    0.000    0.000 gridspec.py:347(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        8    0.000    0.000    0.000    0.000 axis.py:976(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:475(PYFUNCTYPE)
        4    0.000    0.000    0.000    0.000 collections.py:427(get_hatch)
        1    0.000    0.000    0.000    0.000 parsers.py:1669(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1287(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 pytables.py:2789(SeriesFixed)
        1    0.000    0.000    0.000    0.000 rrule.py:93(rrulebase)
        2    0.000    0.000    0.000    0.000 pathlib.py:374(_wrap_binary_strfunc)
        3    0.000    0.000    0.000    0.000 _base.py:2971(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 sre_parse.py:931(expand_template)
        1    0.000    0.000    0.000    0.000 dates.py:1135(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1358(__init__)
